Month,VENDOR CODE,Vendor Name,Sales,Txn Count,ABS Shipping Variance,Avg Order Handling time,Pre-fulfillment Cancellation,Pricing Mismatch,Non-AMZ.com Sales,YTD Sales,YTD Purchase Cost,YTD Sales Return,YTD CM,Shipping Type,Total Active SKU,SKU with VV in BuyBox,YTD Sales Target,YTD CM Target,Credit Terms,Accepts Sales Returns,Exclusive Sales,Gross Margin %,BuyBox Win Rate %,Avg Order Handing Time,Pre-fulfillment Cancellations %,Credit Terms Final,Pricing Mismatch %,Returns Terms Final,Shipping provided by Vendor (SPV) Final,Abs Shipping Variance / Sales %,Exclusive SKU Sales / Total Sales %,Contribution Margin Bridge Gap %,Sales Return Rate %,% of Non Amazon.com Sales,Gross Margin Score,BuyBox Win Rate Score,Operational Performance - Handling Time,Operational Performance - Pre-fulfillment cancellations,Operational Performance - Credit Terms,Operational Performance - Pricing Update Errors,Operational Performance - Accepts Returns,Operational Performance - Vendor-account shipping,Operational Performance - Shipping cost variance,Operational Performance - Exclusivity,Operational Performance Total,Contribution Margin Bridge Gap,Sales Return Rate Score,Non-Amazon.com Sales Score,TOTAL SCORE
Aug-24,WINT,Wintron Electronics/ Winder industries,39921,83,205,1.7,0,5,481,340983,272260,18942,21340,SPV,143,49,700000,56000,FALSE,TRUE,0,20.15,34.27,1.7,0,No Credit,6.02,Yes,TRUE,0.51,0,38.11,5.56,1.21,0,15,2,3,0,2,3,3,3,0,16,0,6,0,37
Aug-24,GFHC,GF HEALTH PRODUCTS,37147,323,1446,1.27,1,19,5537,222039,145588,9087,13188,VV,216,133,700000,56000,FALSE,TRUE,0,34.43,61.57,1.27,0.31,No Credit,5.88,Yes,FALSE,3.89,0,23.55,4.09,14.9,0,15,3,3,0,2,3,0,0,0,11,0,7,5,38
Aug-24,FULF,THE FULFILLER CENTER LLC,36456,91,144,3.27,10,6,9376,203110,164795,16371,9747,SPV,168,18,700000,56000,FALSE,TRUE,0,18.86,10.71,3.27,10.99,No Credit,6.59,Yes,TRUE,0.4,0,17.4,8.06,25.72,0,4,0,1,0,2,3,3,3,0,12,0,2,10,28
Aug-24,MEDC,MEDCO Corp,28831,328,2930,1.95,3,104,7325,144681,93460,4085,14676,VV,270,31,700000,56000,FALSE,TRUE,0,35.4,11.48,1.95,0.91,No Credit,31.71,Yes,FALSE,10.16,0,26.21,2.82,25.41,0,5,2,3,0,0,3,0,0,0,8,0,9,10,32
Aug-24,SPTA,SPT APPLIANCE INC.,27217,63,430,1.5,0,42,4114,105203,61275,4146,4413,VV,90,13,700000,56000,FALSE,TRUE,0,41.76,14.44,1.5,0,No Credit,66.67,Yes,FALSE,1.58,0,7.88,3.94,15.11,5,7,2,3,0,0,3,0,2,0,10,0,8,5,35
Aug-24,ACDD,ACD Distribution,26438,607,202,2.7,38,541,3168,137132,80733,3574,5953,VV,470,53,350000,28000,FALSE,TRUE,0,41.13,11.28,2.7,6.26,No Credit,89.13,Yes,FALSE,0.76,0,21.26,2.61,11.98,5,5,0,2,0,0,3,0,3,0,8,0,9,3,30
Aug-24,TCHK,TACHIKARA USA INC,20100,136,2077,1.67,2,43,3300,82955,50529,2451,5848,VV,18,3,350000,28000,FALSE,TRUE,0,39.09,16.67,1.67,1.47,No Credit,31.62,Yes,FALSE,10.33,0,20.89,2.95,16.42,3,9,2,3,0,0,3,0,0,0,8,0,9,6,35
Aug-24,DLWH,DL Wholesale Inc,18475,111,666,0.72,3,108,3100,51859,31532,3092,3793,VV,9,5,350000,28000,FALSE,TRUE,0,39.2,55.56,0.72,2.7,No Credit,97.3,Yes,FALSE,3.6,0,13.55,5.96,16.78,3,15,3,3,0,0,3,0,0,0,9,0,5,6,38
Aug-24,FEST,Felix Storch Inc,18074,18,31,4.1,1,10,688,203008,167710,10299,14454,SPV,116,2,350000,28000,FALSE,TRUE,0,17.39,1.72,4.1,5.56,No Credit,55.56,Yes,TRUE,0.17,0,51.62,5.07,3.81,0,0,0,2,0,0,3,3,3,0,11,1,6,0,18
Aug-24,INTC,International Caravan Inc,16934,94,157,2.89,3,45,4312,94742,76103,5168,4069,SPV,190,21,350000,28000,FALSE,TRUE,0,19.67,11.05,2.89,3.19,No Credit,47.87,Yes,TRUE,0.93,0,14.53,5.46,25.46,0,5,0,3,0,0,3,3,2,0,11,0,6,10,32
Aug-24,LUXR,LUXOR,16277,63,282,1.75,0,2,227,219797,135619,4662,17272,VV,85,19,350000,28000,FALSE,TRUE,0,38.3,22.35,1.75,0,No Credit,3.17,Yes,FALSE,1.73,0,61.69,2.12,1.39,2,13,2,3,0,3,3,0,2,0,12,6,10,0,44
Aug-24,CWRE,CWR ELECTRONICS,15523,99,451,1.56,15,1,4681,208115,160325,18080,11057,VV,191,12,350000,28000,FALSE,TRUE,0,22.96,6.28,1.56,15.15,No Credit,1.01,Yes,FALSE,2.9,0,39.49,8.69,30.15,0,1,2,0,0,3,3,0,0,0,8,0,2,10,21
Aug-24,DIGI,Digital Complex Inc.,15073,19,222,2.47,0,0,2267,27826,16940,4649,1947,VV,0,0,350000,28000,FALSE,TRUE,0,39.12,0,2.47,0,No Credit,0,Yes,FALSE,1.47,0,6.95,16.71,15.04,3,8,1,3,0,3,3,0,2,0,12,0,0,5,28
Aug-24,QRWE,Queller Wholesale,14919,40,294,2.38,0,19,1488,84110,63075,2405,3154,VV,71,22,350000,28000,FALSE,TRUE,0,25.01,30.99,2.38,0,No Credit,47.5,Yes,FALSE,1.97,0,11.26,2.86,9.98,0,15,1,3,0,0,3,0,1,0,8,0,9,2,34
Aug-24,EVRI,EV RIDER LLC,14756,7,0,3.47,0,0,12861,23822,15474,5683,4763,SPV,0,0,350000,28000,FALSE,TRUE,0,35.04,0,3.47,0,No Credit,0,Yes,TRUE,0,0,17.01,23.86,87.16,9,8,0,3,0,3,3,3,3,0,15,0,0,10,42
Aug-24,DRME,DRIVE MEDICAL,14279,99,179,1.63,16,25,3739,188937,147376,12944,13045,SPV,201,21,350000,28000,FALSE,TRUE,0,22,10.45,1.63,16.16,No Credit,25.25,Yes,TRUE,1.25,0,46.59,6.85,26.18,0,4,2,0,0,0,3,3,2,0,10,0,4,10,28
Aug-24,VLCA,vidaXL Canada,14104,80,18,2.45,17,63,14104,54327,44227,4276,2426,SPV,0,0,350000,28000,FALSE,TRUE,0,18.59,0,2.45,21.25,No Credit,78.75,Yes,TRUE,0.13,0,8.66,7.87,100,0,8,1,0,0,0,3,3,3,0,10,0,3,10,31
Aug-24,WITT,Witt Industries,13891,62,457,3.36,11,1,0,91107,58620,3872,8672,VV,61,49,350000,28000,FALSE,TRUE,0,35.66,80.33,3.36,17.74,No Credit,1.61,Yes,FALSE,3.29,0,30.97,4.25,0,0,15,0,0,0,3,3,0,0,0,6,0,7,0,28
Aug-24,WHOI,Wholesale Interiors Inc.,13797,95,555,1.54,22,23,8131,100103,57239,5601,7551,VV,141,17,350000,28000,FALSE,TRUE,0,42.82,12.06,1.54,23.16,No Credit,24.21,Yes,FALSE,4.02,0,26.97,5.6,58.93,6,5,2,0,0,0,3,0,0,0,5,0,6,10,32
Aug-24,AMFC,AMBER Fulfillment Center,13657,83,424,1.09,4,47,0,41489,21168,7028,7287,VV,2,2,350000,28000,FALSE,TRUE,0,48.98,100,1.09,4.82,No Credit,56.63,Yes,FALSE,3.11,0,26.03,16.94,0,10,15,3,2,0,0,3,0,0,0,8,0,0,0,33
Aug-24,BGKI,BANGKIT USA INC.,13626,94,706,0.06,0,0,0,18342,10218,289,1352,VV,40,32,350000,28000,FALSE,TRUE,0,44.29,80,0.06,0,No Credit,0,Yes,FALSE,5.18,0,4.83,1.58,0,7,15,3,3,0,3,3,0,0,0,12,0,10,0,44
Aug-24,PERF,Perfume Worldwide Inc.,13116,457,87,3.18,9,1,13116,73678,42909,3898,5375,VV,0,0,350000,28000,FALSE,TRUE,0,41.76,0,3.18,1.97,No Credit,0.22,Yes,FALSE,0.67,0,19.2,5.29,100,5,8,0,3,0,3,3,0,3,0,12,0,6,10,41
Aug-24,SVST,SilverStone Tech Inc,12451,56,294,0.54,18,9,722,156557,119719,3785,8391,VV,80,9,350000,28000,FALSE,TRUE,0,23.53,11.25,0.54,32.14,No Credit,16.07,Yes,FALSE,2.36,0,29.97,2.42,5.8,0,5,3,0,0,1,3,0,1,0,8,0,9,0,22
Aug-24,MUSP,The Music People A Division of JAM Industries USA LLC,12228,99,920,1.24,6,93,2630,97706,49597,2438,19559,VV,16,7,350000,28000,FALSE,TRUE,0,49.24,43.75,1.24,6.06,No Credit,93.94,Yes,FALSE,7.53,0,69.85,2.49,21.51,11,15,3,2,0,0,3,0,0,0,8,10,9,8,61
Aug-24,JORN,Jofran,12079,55,406,1.77,2,53,1488,134233,70052,18916,15832,VV,201,128,350000,28000,FALSE,TRUE,0,47.81,63.68,1.77,3.64,No Credit,96.36,Yes,FALSE,3.36,0,56.54,14.09,12.32,10,15,2,3,0,0,3,0,0,0,7,3,0,4,40
Aug-24,DESI,Design Imports,11980,327,1248,1.58,10,21,3105,100256,37026,6381,10389,VV,652,52,105000,8400,FALSE,TRUE,0,63.07,7.98,1.58,3.06,No Credit,6.42,Yes,FALSE,10.42,0,123.68,6.36,25.92,15,2,2,3,0,2,3,0,0,0,10,26,5,10,68
Aug-24,BNZR,BENZARA INC,11931,37,670,3.66,1,35,8211,51622,30313,8989,3504,VV,98,14,105000,8400,FALSE,TRUE,0,41.28,14.29,3.66,2.7,No Credit,94.59,Yes,FALSE,5.62,0,41.72,17.41,68.82,5,7,0,3,0,0,3,0,0,0,6,0,0,10,28
Aug-24,ODYS,Odyssey Innovative Designs/ODYUSA,11596,60,277,0.17,2,58,665,77958,51833,5709,7570,VV,4,3,105000,8400,FALSE,TRUE,0,33.51,75,0.17,3.33,No Credit,96.67,Yes,FALSE,2.39,0,90.12,7.32,5.73,0,15,3,3,0,0,3,0,1,0,9,21,3,0,49
Aug-24,CALI,California Air Tools Inc.,11499,33,217,1.13,0,1,417,64033,45239,1064,3765,VV,19,9,105000,8400,FALSE,TRUE,0,29.35,47.37,1.13,0,No Credit,3.03,Yes,FALSE,1.89,0,44.82,1.66,3.63,0,15,3,3,0,3,3,0,1,0,13,0,10,0,38
Aug-24,ACME,Acme Furniture,10613,24,277,0.92,0,0,6717,80194,46404,11103,5899,VV,84,20,105000,8400,FALSE,TRUE,0,42.13,23.81,0.92,0,No Credit,0,Yes,FALSE,2.61,0,70.23,13.84,63.29,5,14,3,3,0,3,3,0,0,0,12,11,0,10,52
Aug-24,LAKE,Lakeland Mills Inc,10479,30,524,1.6,0,2,3047,20073,12799,1,1992,VV,0,0,105000,8400,FALSE,TRUE,0,36.24,0,1.6,0,No Credit,6.67,Yes,FALSE,5,0,23.71,0,29.08,1,8,2,3,0,2,3,0,0,0,10,0,10,10,39
Aug-24,MELR,Melrose International,10060,192,1935,1.8,1,0,2806,41293,28437,3071,-1013,VV,269,94,105000,8400,FALSE,TRUE,0,31.13,34.94,1.8,0.52,No Credit,0,Yes,FALSE,19.24,0,-12.05,7.44,27.89,0,15,2,3,0,3,3,0,0,0,11,0,3,10,39
Aug-24,FRES,RGM Distribution,9903,18,955,2.81,2,0,4550,19354,11598,2429,2282,VV,13,7,105000,8400,FALSE,TRUE,0,40.08,53.85,2.81,11.11,No Credit,0,Yes,FALSE,9.64,0,27.17,12.55,45.95,4,15,0,1,0,3,3,0,0,0,7,0,0,10,36
Aug-24,LITH,Lithco INC,9653,31,109,2.12,0,9,1193,12979,9871,521,512,VV,4,3,105000,8400,FALSE,TRUE,0,23.94,75,2.12,0,No Credit,29.03,Yes,FALSE,1.13,0,6.1,4.02,12.36,0,15,1,3,0,0,3,0,2,0,10,0,7,4,35
Aug-24,ALMO,Almo Corporation,9496,48,291,1.53,1,46,267,52489,34956,2360,2561,VV,13,3,105000,8400,FALSE,TRUE,0,33.4,23.08,1.53,2.08,No Credit,95.83,Yes,FALSE,3.06,0,30.48,4.5,2.81,0,14,2,3,0,0,3,0,0,0,8,0,7,0,29
Aug-24,WHOU,The Wholesale House,9106,83,494,0.6,3,80,1510,72161,45939,5310,4710,VV,119,20,105000,8400,FALSE,TRUE,0,36.34,16.81,0.6,3.61,No Credit,96.39,Yes,FALSE,5.43,0,56.07,7.36,16.59,1,9,3,3,0,0,3,0,0,0,9,3,3,6,31
Aug-24,FANM,Sports Licensing Solutions LLC,8982,87,477,6.66,4,3,521,33390,16972,1139,3415,VV,37,15,105000,8400,FALSE,TRUE,0,49.17,40.54,6.66,4.6,No Credit,3.45,Yes,FALSE,5.31,0,40.65,3.41,5.8,11,15,0,2,0,3,3,0,0,0,8,0,8,0,42
Aug-24,MOCA,Monarch Specialties Canada,8872,37,737,3.1,0,37,8872,29255,17807,1574,-1787,VV,25,1,105000,8400,FALSE,TRUE,0,39.13,4,3.1,0,No Credit,100,Yes,FALSE,8.31,0,-21.28,5.38,100,3,0,0,3,0,0,3,0,0,0,6,0,6,10,25
Aug-24,KNGB,Kingston Brass,8452,50,381,2.43,0,2,4318,90875,61606,7769,6134,VV,322,52,105000,8400,FALSE,TRUE,0,32.21,16.15,2.43,0,No Credit,4,Yes,FALSE,4.5,0,73.02,8.55,51.08,0,8,1,3,0,3,3,0,0,0,10,12,2,10,42
Aug-24,HMWI,The Stock Market,8387,77,0,2.88,2,1,274,50651,31749,5079,6113,VV,49,9,105000,8400,FALSE,TRUE,0,37.32,18.37,2.88,2.6,No Credit,1.3,Yes,FALSE,0,0,72.77,10.03,3.27,2,10,0,3,0,3,3,0,3,0,12,12,0,0,36
Aug-24,ABCH,ABC Hammers Inc.,8316,28,250,0.95,0,0,0,33961,24128,212,1645,VV,33,8,105000,8400,FALSE,TRUE,0,28.95,24.24,0.95,0,No Credit,0,Yes,FALSE,3,0,19.59,0.63,0,0,14,3,3,0,3,3,0,0,0,12,0,10,0,36
Aug-24,COAS,Coaster Co. of America,8300,30,695,0.17,1,10,1195,51060,29978,5046,2927,VV,72,0,105000,8400,FALSE,TRUE,0,41.29,0,0.17,3.33,No Credit,33.33,Yes,FALSE,8.37,0,34.84,9.88,14.4,5,0,3,3,0,0,3,0,0,0,9,0,0,5,19
Aug-24,BLAZ,Blazing Needles,7531,107,226,3.82,2,65,3216,93872,70500,5832,5400,VV,357,21,105000,8400,FALSE,TRUE,0,24.9,5.88,3.82,1.87,No Credit,60.75,Yes,FALSE,3.01,0,64.28,6.21,42.71,0,1,0,3,0,0,3,0,0,0,6,7,5,10,29
Aug-24,WINS,Winsome Trading Inc,7401,51,518,1.25,1,50,1216,140301,72061,5871,13426,VV,184,5,105000,8400,FALSE,TRUE,0,48.64,2.72,1.25,1.96,No Credit,98.04,Yes,FALSE,7,0,159.84,4.18,16.43,10,0,3,3,0,0,3,0,0,0,9,26,7,6,58
Aug-24,PAIN,Paragon International,7347,23,70,0.32,0,0,0,21364,13306,11,900,VV,27,8,105000,8400,FALSE,TRUE,0,37.72,29.63,0.32,0,No Credit,0,Yes,FALSE,0.95,0,10.71,0.05,0,2,15,3,3,0,3,3,0,2,0,14,0,10,0,41
Aug-24,STEX,Storex,7036,92,187,1.5,2,0,1259,18108,8954,798,1313,VV,62,26,105000,8400,FALSE,TRUE,0,50.55,41.94,1.5,2.17,No Credit,0,Yes,FALSE,2.66,0,15.63,4.41,17.89,12,15,2,3,0,3,3,0,0,0,12,0,7,6,51
Aug-24,WICA,Winsome Trading Inc (Canada),6905,44,388,1.11,4,40,6905,19556,11658,1299,-896,VV,5,0,105000,8400,FALSE,TRUE,0,40.38,0,1.11,9.09,No Credit,90.91,Yes,FALSE,5.61,0,-10.67,6.64,100,4,0,3,1,0,0,3,0,0,0,7,0,4,10,25
Aug-24,ENGL,ENGLACHA USA INC,6864,45,171,0.62,0,45,167,39808,22415,4240,7257,VV,0,0,105000,8400,FALSE,TRUE,0,43.69,0,0.62,0,No Credit,100,Yes,FALSE,2.48,0,86.39,10.65,2.43,7,8,3,3,0,0,3,0,1,0,10,19,0,0,44
Aug-24,MRUG,Momeni Inc.,6816,45,1645,1.73,8,37,2009,40409,26201,1205,1522,VV,88,10,105000,8400,FALSE,TRUE,0,35.16,11.36,1.73,17.78,No Credit,82.22,Yes,FALSE,24.14,0,18.12,2.98,29.48,0,5,2,0,0,0,3,0,0,0,5,0,9,10,29
Aug-24,DRIL,Drill America,6732,195,1385,1.61,1,14,2411,46965,21831,618,4965,VV,909,447,105000,8400,FALSE,TRUE,0,53.52,49.17,1.61,0.51,No Credit,7.18,Yes,FALSE,20.57,0,59.11,1.32,35.82,14,15,2,3,0,2,3,0,0,0,10,5,10,10,64
Aug-24,CECS,Convenience Concepts,6477,75,286,1.46,5,36,2207,82441,46310,4639,6168,VV,263,12,105000,8400,FALSE,TRUE,0,43.83,4.56,1.46,6.67,No Credit,48,Yes,FALSE,4.41,0,73.43,5.63,34.08,7,0,2,2,0,0,3,0,0,0,7,12,5,10,41
Aug-24,JOTY,JOYTOY,6370,145,1,4.07,35,8,428,4435,3478,325,291,SPV,13,5,105000,8400,FALSE,TRUE,0,21.57,38.46,4.07,24.14,No Credit,5.52,Yes,TRUE,0.02,0,3.46,7.33,6.72,0,15,0,0,0,3,3,3,3,0,12,0,3,1,31
Aug-24,HAMI,HamiltonBuhl,6069,53,173,0.12,1,6,1071,28278,20889,785,2246,VV,55,34,105000,8400,FALSE,TRUE,0,26.13,61.82,0.12,1.89,No Credit,11.32,Yes,FALSE,2.85,0,26.74,2.77,17.64,0,15,3,3,0,2,3,0,0,0,11,0,9,6,41
Aug-24,WHIT,Whitney Bros. Co.,6035,15,46,3.35,1,0,820,13571,9433,0,994,VV,14,8,105000,8400,FALSE,TRUE,0,30.49,57.14,3.35,6.67,No Credit,0,Yes,FALSE,0.76,0,11.83,0,13.59,0,15,0,2,0,3,3,0,3,0,11,0,10,4,40
Aug-24,GLDS,Golden Designs Incorporated,5894,2,0,2.33,0,1,0,42666,26650,107,3760,VV,0,0,105000,8400,FALSE,TRUE,0,37.54,0,2.33,0,No Credit,50,Yes,FALSE,0,0,44.77,0.25,0,2,8,1,3,0,0,3,0,3,0,10,0,10,0,30
Aug-24,EWST,East West Furniture,5804,13,325,1.77,1,5,4707,36834,20606,3195,2040,VV,111,2,105000,8400,FALSE,TRUE,0,44.06,1.8,1.77,7.69,No Credit,38.46,Yes,FALSE,5.6,0,24.29,8.67,81.11,7,0,2,2,0,0,3,0,0,0,7,0,2,10,26
Aug-24,SIML,Simpli Home,5783,14,203,1.51,0,1,4516,15644,9668,2696,1209,VV,43,1,105000,8400,FALSE,TRUE,0,38.2,2.33,1.51,0,No Credit,7.14,Yes,FALSE,3.51,0,14.39,17.24,78.1,2,0,2,3,0,2,3,0,0,0,11,0,0,10,22
Aug-24,AIMS,AIMS Power,5485,14,308,1.2,0,1,1785,54553,39685,533,5745,VV,4,0,105000,8400,FALSE,TRUE,0,27.25,0,1.2,0,No Credit,7.14,Yes,FALSE,5.62,0,68.39,0.98,32.54,0,0,3,3,0,2,3,0,0,0,11,10,10,10,41
Aug-24,GLDP,GLD Products,5441,49,361,0.2,0,1,1169,41766,21443,2330,4152,VV,34,3,105000,8400,FALSE,TRUE,0,48.66,8.82,0.2,0,No Credit,2.04,Yes,FALSE,6.64,0,49.43,5.58,21.49,10,3,3,3,0,3,3,0,0,0,12,0,6,8,39
Aug-24,RMMG,ROLAND MEINL MUSIKINSTRUMENTE GMBH & CO. KG,5348,34,158,1.07,0,2,859,34430,17664,3295,6677,VV,0,0,105000,8400,FALSE,TRUE,0,48.7,0,1.07,0,No Credit,5.88,Yes,FALSE,2.96,0,79.49,9.57,16.07,10,8,3,3,0,2,3,0,0,0,11,15,1,6,51
Aug-24,GVDS,Grain Valley Dog Supply LLC,5315,28,290,1.7,0,19,1468,13143,8963,1268,978,VV,4,1,105000,8400,FALSE,TRUE,0,31.8,25,1.7,0,No Credit,67.86,Yes,FALSE,5.46,0,11.64,9.65,27.61,0,15,2,3,0,0,3,0,0,0,8,0,0,10,33
Aug-24,INGM,Ingram Micro,5247,21,159,5.95,9,12,704,20142,15482,694,1378,VV,14,0,105000,8400,FALSE,TRUE,0,23.14,0,5.95,42.86,No Credit,57.14,Yes,FALSE,3.02,0,16.41,3.45,13.41,0,0,0,0,0,0,3,0,0,0,3,0,8,4,15
Aug-24,FIST,First Team Sports Inc.,5221,10,288,2.16,0,10,0,44516,28855,339,4683,VV,1,1,105000,8400,FALSE,TRUE,0,35.18,100,2.16,0,No Credit,100,Yes,FALSE,5.52,0,55.74,0.76,0,0,15,1,3,0,0,3,0,0,0,7,3,10,0,35
Aug-24,MHST,macphersonart,5183,134,684,1.26,29,1,1377,26515,10165,1454,3042,VV,26,3,105000,8400,FALSE,TRUE,0,61.66,11.54,1.26,21.64,No Credit,0.75,Yes,FALSE,13.19,0,36.22,5.49,26.57,15,5,3,0,0,3,3,0,0,0,9,0,6,10,45
Aug-24,INTE,International Riding Helmets,4807,29,27,1.72,0,14,163,24155,11645,2624,6043,VV,2,2,105000,8400,FALSE,TRUE,0,51.79,100,1.72,0,No Credit,48.28,Yes,FALSE,0.56,0,71.94,10.86,3.38,13,15,2,3,0,0,3,0,3,0,11,11,0,0,50
Aug-24,UNAU,Unity Automotive,4742,20,1150,1.28,0,16,4742,11354,5445,243,1240,VV,0,0,105000,8400,FALSE,TRUE,0,52.04,0,1.28,0,No Credit,80,Yes,FALSE,24.25,0,14.76,2.14,100,13,8,3,3,0,0,3,0,0,0,9,0,10,10,50
Aug-24,AGMG,AGM Group,4725,40,208,1.44,0,40,91,34434,20530,2257,2299,VV,64,43,105000,8400,FALSE,TRUE,0,40.38,67.19,1.44,0,No Credit,100,Yes,FALSE,4.39,0,27.36,6.55,1.92,4,15,2,3,0,0,3,0,0,0,8,0,4,0,31
Aug-24,MIGA,Migali,4591,3,0,5.79,0,3,0,22152,16965,890,2183,SPV,0,0,105000,8400,FALSE,TRUE,0,23.41,0,5.79,0,No Credit,100,Yes,TRUE,0,0,25.99,4.02,0,0,8,0,3,0,0,3,3,3,0,12,0,7,0,27
Aug-24,EURO,European Gift & Houseware,4474,7,1,3.61,0,7,158,4735,3646,0,275,SPV,0,0,105000,8400,FALSE,TRUE,0,22.99,0,3.61,0,No Credit,100,Yes,TRUE,0.02,0,3.27,0,3.53,0,8,0,3,0,0,3,3,3,0,12,0,10,0,30
Aug-24,THUN,Thunderball Marketing,4473,24,24,1.44,3,21,699,124821,85456,11993,12229,VV,2,1,105000,8400,FALSE,TRUE,0,31.54,50,1.44,12.5,No Credit,87.5,Yes,FALSE,0.54,0,145.59,9.61,15.63,0,15,2,1,0,0,3,0,3,0,9,26,0,5,55
Aug-24,GIFT,Giftmark Inc.,4364,52,225,2.02,1,1,983,34074,21901,1486,1865,VV,16,8,105000,8400,FALSE,TRUE,0,35.72,50,2.02,1.92,No Credit,1.92,Yes,FALSE,5.15,0,22.2,4.36,22.52,1,15,1,3,0,3,3,0,0,0,10,0,7,9,42
Aug-24,CLAC,CLASSIC ACCESSORIES,4295,17,431,3.46,0,1,3552,10507,6044,477,1062,VV,58,3,105000,8400,FALSE,TRUE,0,42.48,5.17,3.46,0,No Credit,5.88,Yes,FALSE,10.04,0,12.64,4.54,82.69,6,0,0,3,0,2,3,0,0,0,8,0,7,10,31
Aug-24,BEIS,The Beistle Company,4110,44,199,0.5,1,7,1470,21125,11575,1933,2709,VV,117,63,105000,8400,FALSE,TRUE,0,45.21,53.85,0.5,2.27,No Credit,15.91,Yes,FALSE,4.83,0,32.24,9.15,35.76,8,15,3,3,0,1,3,0,0,0,10,0,1,10,44
Aug-24,DRUM,Drum Workshop Inc.,4027,26,65,3.06,0,26,269,12526,7866,945,1486,VV,2,2,105000,8400,FALSE,TRUE,0,37.21,100,3.06,0,No Credit,100,Yes,FALSE,1.63,0,17.69,7.54,6.69,2,15,0,3,0,0,3,0,2,0,8,0,3,1,29
Aug-24,QUTM,Quantum Storage,3933,36,206,6.03,2,34,0,3476,1834,399,215,VV,83,42,105000,8400,FALSE,TRUE,0,47.24,50.6,6.03,5.56,No Credit,94.44,Yes,FALSE,5.24,0,2.56,11.49,0,9,15,0,2,0,0,3,0,0,0,5,0,0,0,29
Aug-24,TOPD,TopDawg,3819,103,80,1.9,11,82,1329,26015,12935,1749,2240,VV,125,86,105000,8400,FALSE,TRUE,0,50.28,68.8,1.9,10.68,No Credit,79.61,Yes,FALSE,2.1,0,26.67,6.72,34.8,11,15,2,1,0,0,3,0,1,0,7,0,4,10,47
Aug-24,PEAR,Pearl Mantels Corp.,3738,4,168,2.14,0,3,1198,4862,2323,1127,963,VV,8,2,105000,8400,FALSE,TRUE,0,52.22,25,2.14,0,No Credit,75,Yes,FALSE,4.49,0,11.47,23.18,32.05,13,15,1,3,0,0,3,0,0,0,7,0,0,10,45
Aug-24,ACCU,Accuratime,3734,37,136,1.92,1,0,623,46840,35351,6679,2288,VV,26,16,105000,8400,FALSE,TRUE,0,24.53,61.54,1.92,2.7,No Credit,0,Yes,FALSE,3.65,0,27.24,14.26,16.68,0,15,2,3,0,3,3,0,0,0,10,0,0,6,32
Aug-24,PRMA,Prepac Manufacturing Ltd,3726,15,0,2.78,0,0,2216,22755,13471,1894,1525,VV,0,0,105000,8400,FALSE,TRUE,0,40.8,0,2.78,0,No Credit,0,Yes,FALSE,0,0,18.16,8.32,59.47,4,8,0,3,0,3,3,0,3,0,12,0,2,10,36
Aug-24,YANC,Yanco International Inc,3630,21,43,0.18,0,21,697,17090,11747,190,1084,VV,0,0,105000,8400,FALSE,TRUE,0,31.26,0,0.18,0,No Credit,100,Yes,FALSE,1.19,0,12.91,1.11,19.19,0,8,3,3,0,0,3,0,2,0,11,0,10,7,36
Aug-24,ANAA,Anaa Inc,3573,90,432,1.94,26,0,3573,23606,15694,895,1809,VV,2,2,105000,8400,FALSE,TRUE,0,33.52,100,1.94,28.89,No Credit,0,Yes,FALSE,12.09,0,21.53,3.79,100,0,15,2,0,0,3,3,0,0,0,8,0,8,10,41
Aug-24,MCKC,MCKLEIN COMPANY LLC,3559,24,121,1.21,0,24,728,19338,13181,856,1062,VV,43,2,105000,8400,FALSE,TRUE,0,31.84,4.65,1.21,0,No Credit,100,Yes,FALSE,3.39,0,12.65,4.43,20.45,0,0,3,3,0,0,3,0,0,0,9,0,7,8,24
Aug-24,OREI,ORE International,3542,38,295,1.06,5,1,2368,11359,6164,1514,733,VV,42,7,105000,8400,FALSE,TRUE,0,45.74,16.67,1.06,13.16,No Credit,2.63,Yes,FALSE,8.33,0,8.73,13.33,66.84,8,9,3,0,0,3,3,0,0,0,9,0,0,10,36
Aug-24,DIAM,Diamond Bar Outdoors,3531,2,0,1.53,0,2,1933,22269,12060,200,2805,VV,2,0,105000,8400,FALSE,TRUE,0,45.85,0,1.53,0,No Credit,100,Yes,FALSE,0,0,33.39,0.9,54.75,8,0,2,3,0,0,3,0,3,0,11,0,10,10,39
Aug-24,ZRSS,ZALMAN  REISS AND ASSOCIATES INC.,3469,107,98,3.7,1,9,274,12868,8506,1043,825,VV,30,7,105000,8400,FALSE,TRUE,0,33.9,23.33,3.7,0.93,No Credit,8.41,Yes,FALSE,2.83,0,9.82,8.11,7.9,0,14,0,3,0,2,3,0,0,0,8,0,2,1,25
Aug-24,CIMR,Cimarron Sports,3461,12,44,3.33,1,0,397,30652,21119,552,2209,VV,3,0,105000,8400,FALSE,TRUE,0,31.1,0,3.33,8.33,No Credit,0,Yes,FALSE,1.29,0,26.3,1.8,11.47,0,0,0,2,0,3,3,0,2,0,10,0,10,3,23
